timestamp,key_dwell,mouse_x,mouse_y,scroll_dx,scroll_dy,idle_seconds,event_type
2026-02-25 00:55:16.397693,0,1819,108,0,0,0.0069980621337890625,move
2026-02-25 00:55:16.404697,0,1817,108,0,0,0.0070040225982666016,move
2026-02-25 00:55:16.412095,0,1814,108,0,0,0.007398128509521484,move
2026-02-25 00:55:16.418577,0,1814,108,0,0,0.006481647491455078,move
2026-02-25 00:55:16.425581,0,1813,107,0,0,0.007004976272583008,move
2026-02-25 00:55:16.432591,0,1811,107,0,0,0.007009983062744141,move
2026-02-25 00:55:16.439582,0,1810,107,0,0,0.006990194320678711,move
2026-02-25 00:55:16.445754,0,1810,107,0,0,0.0061724185943603516,move
2026-02-25 00:55:16.452601,0,1809,107,0,0,0.006847381591796875,move
2026-02-25 00:55:16.569437,0,1808,107,0,0,0.11683511734008789,move
2026-02-25 00:55:16.617143,0,1808,107,0,0,0.04770612716674805,move
2026-02-25 00:55:16.644655,0,1808,108,0,0,0.027512550354003906,move
2026-02-25 00:55:16.671928,0,1808,110,0,0,0.027273178100585938,move
2026-02-25 00:55:16.678018,0,1807,110,0,0,0.006089925765991211,move
2026-02-25 00:55:16.726816,0,1807,111,0,0,0.0487973690032959,move
2026-02-25 00:55:16.754029,0,1807,112,0,0,0.027213335037231445,move
2026-02-25 00:55:16.767451,0,1807,113,0,0,0.01342153549194336,move
2026-02-25 00:55:16.780917,0,1807,114,0,0,0.01346588134765625,move
2026-02-25 00:55:16.787916,0,1806,114,0,0,0.006999969482421875,move
2026-02-25 00:55:16.794886,0,1806,115,0,0,0.0069692134857177734,move
2026-02-25 00:55:16.821994,0,1806,115,0,0,0.027107954025268555,move
2026-02-25 00:55:16.836759,0,1806,116,0,0,0.014765739440917969,move
2026-02-25 00:55:16.849882,0,1806,117,0,0,0.013122797012329102,move
2026-02-25 00:55:16.862950,0,1805,118,0,0,0.013068199157714844,move
2026-02-25 00:55:16.883814,0,1805,118,0,0,0.020864009857177734,move
2026-02-25 00:55:16.910882,0,1805,119,0,0,0.02706766128540039,move
2026-02-25 00:55:16.924894,0,1805,119,0,0,0.014011383056640625,move
2026-02-25 00:55:16.931616,0,1805,119,0,0,0.006722450256347656,move
2026-02-25 00:55:17.192589,0,1805,119,0,0,0.2609732151031494,click
2026-02-25 00:55:17.699645,0,1778,126,0,0,0.5070562362670898,move
2026-02-25 00:55:17.706424,0,1723,139,0,0,0.0067789554595947266,move
2026-02-25 00:55:17.713115,0,1672,148,0,0,0.0066912174224853516,move
2026-02-25 00:55:17.720120,0,1628,155,0,0,0.007004737854003906,move
2026-02-25 00:55:17.726633,0,1580,170,0,0,0.00651240348815918,move
2026-02-25 00:55:17.733774,0,1543,178,0,0,0.00714111328125,move
2026-02-25 00:55:17.740778,0,1503,187,0,0,0.007004737854003906,move
2026-02-25 00:55:17.746779,0,1473,195,0,0,0.006000041961669922,move
2026-02-25 00:55:17.754231,0,1445,199,0,0,0.007452726364135742,move
2026-02-25 00:55:17.761239,0,1423,204,0,0,0.007008075714111328,move
2026-02-25 00:55:17.767240,0,1404,206,0,0,0.006000995635986328,move
2026-02-25 00:55:17.774713,0,1388,207,0,0,0.00747227668762207,move
2026-02-25 00:55:17.781604,0,1377,209,0,0,0.006891727447509766,move
2026-02-25 00:55:17.788307,0,1369,209,0,0,0.0067026615142822266,move
2026-02-25 00:55:17.795306,0,1362,209,0,0,0.006999015808105469,move
2026-02-25 00:55:17.801518,0,1360,209,0,0,0.006211519241333008,move
2026-02-25 00:55:17.809269,0,1358,209,0,0,0.007751941680908203,move
2026-02-25 00:55:17.815666,0,1357,209,0,0,0.006396293640136719,move
2026-02-25 00:55:17.836547,0,1356,208,0,0,0.020881175994873047,move
2026-02-25 00:55:17.843547,0,1356,207,0,0,0.007000446319580078,move
2026-02-25 00:55:17.850024,0,1356,204,0,0,0.006476402282714844,move
2026-02-25 00:55:17.857028,0,1355,203,0,0,0.007004737854003906,move
2026-02-25 00:55:17.863029,0,1355,202,0,0,0.006000041961669922,move
2026-02-25 00:55:17.870535,0,1354,200,0,0,0.007506370544433594,move
2026-02-25 00:55:17.877445,0,1354,199,0,0,0.006910085678100586,move
2026-02-25 00:55:17.883953,0,1353,199,0,0,0.006508350372314453,move
2026-02-25 00:55:17.891036,0,1350,198,0,0,0.007082700729370117,move
2026-02-25 00:55:17.897216,0,1348,196,0,0,0.0061798095703125,move
2026-02-25 00:55:17.904216,0,1346,195,0,0,0.006999969482421875,move
2026-02-25 00:55:17.911555,0,1342,194,0,0,0.007338762283325195,move
2026-02-25 00:55:17.918560,0,1340,194,0,0,0.007004976272583008,move
2026-02-25 00:55:17.924560,0,1339,193,0,0,0.006000041961669922,move
2026-02-25 00:55:18.144839,0,1339,193,0,0,0.22027993202209473,click
2026-02-25 00:55:18.945213,0.04749274253845215,1339,193,0,0,0.8003735542297363,key
2026-02-25 00:55:19.235850,0.05503344535827637,1339,193,0,0,0.2906374931335449,key
2026-02-25 00:55:20.259350,0.04341745376586914,1339,193,0,0,1.0234992504119873,key
2026-02-25 00:55:27.798171,0,1346,190,0,0,7.538821458816528,move
2026-02-25 00:55:27.805181,0,1356,190,0,0,0.007009267807006836,move
2026-02-25 00:55:27.811287,0,1367,189,0,0,0.006106376647949219,move
2026-02-25 00:55:27.818797,0,1370,189,0,0,0.007509946823120117,move
2026-02-25 00:55:27.826004,0,1374,189,0,0,0.007207155227661133,move
2026-02-25 00:55:27.832678,0,1381,189,0,0,0.006673574447631836,move
2026-02-25 00:55:27.838684,0,1392,189,0,0,0.006006479263305664,move
