mean_interval,std_interval,click_rate
1.9182891249999998,1.619989615132499,0.15
1.742204019,1.73901403751922,0.13333333333333333
2.9696087043333335,1.2332361650777184,0.06666666666666667
5.034010768,1.267357589890766,0.05
3.944406100714285,6.252866114175796,0.13333333333333333
3.035643852692308,4.510482434951973,0.23333333333333334
6.201171338749999,8.052801258552062,0.08333333333333333
2.6669882535,0.8559439926235493,0.05
3.5663981835000005,2.5685591860318753,0.21666666666666667
4.5941484452,6.283225325906335,0.1
4.575961113,3.416003086212172,0.08333333333333333
14.5008592605,20.185256849387628,0.08333333333333333
2.7382006645,1.5751932821673105,0.05
8.310472368500001,9.041810447315273,0.05
15.060467839000001,17.829894674244223,0.05
3.0818406872777775,2.135436179504496,0.31666666666666665
6.4706733225,7.76122447912455,0.05
4.900568875363636,3.9632258667422433,0.2
4.110990206444445,2.410425183895574,0.16666666666666666
5.277824699875,10.060312765572313,0.15
2.4514584543333333,0.4649532005260986,0.06666666666666667
1.3678626219999999,1.0383974818474144,0.06666666666666667
3.977189382,4.248425899180849,0.11666666666666667
3.5119783197142853,2.6215343970431553,0.13333333333333333
2.9585975409999996,0.9067299353629756,0.05
7.265311718,5.789790129899532,0.13333333333333333
0.8304545875,0.14416177755917595,0.05
11.2366113665,15.009737267248708,0.05
3.217410564,,0.03333333333333333
2.9453018903333334,1.1615058749628875,0.11666666666666667
1.7626979351999998,1.7663012659290835,0.1
1.730317592,,0.03333333333333333
0.8056806325,0.3077733155589491,0.05
9.6853810786,14.32162548948883,0.1
4.5406096876249995,3.0713961977619944,0.15
1.440769911,,0.03333333333333333
4.965114506818182,3.033714061111886,0.2
2.4836294133043477,2.3825694478103427,0.4
2.398754767,2.0521515109789985,0.13333333333333333
2.1101597308000004,2.005667078647205,0.1
2.312495708,,0.03333333333333333
5.460117816888889,6.386822050487644,0.16666666666666666
3.45398527425,1.8032938400569387,0.08333333333333333
23.6081157925,31.066963815051484,0.05
3.443385125,,0.03333333333333333
21.703636646,,0.03333333333333333
0.935252189,,0.03333333333333333
4.9161845445,7.872173883676581,0.08333333333333333
2.855609894,,0.03333333333333333
10.81723219175,9.718316942908817,0.08333333333333333
1.63176524625,1.253582271506872,0.08333333333333333
2.1129967373333334,0.5638858485119232,0.06666666666666667
4.1483207465,4.63332915444182,0.18333333333333332
1.75809741,,0.03333333333333333
4.075581313,,0.03333333333333333
3.2374202864285713,4.439080020813089,0.13333333333333333
2.656067550125,2.13087796120392,0.15
5.369403322500001,8.10047077577848,0.11666666666666667
4.036773053090909,5.711002301586263,0.2
10.742986917666668,9.534191964459911,0.06666666666666667
3.1483904519999997,3.252049753539027,0.11666666666666667
4.953497197888889,6.6597094819425475,0.16666666666666666
4.7535839796,2.8736666466815084,0.18333333333333332
4.163266615454545,5.324334606876895,0.2
4.417815234888889,4.9974803678679764,0.16666666666666666
2.281627416,,0.03333333333333333
4.4687273502,8.381603185201884,0.18333333333333332
3.536266764,2.045683373930897,0.21666666666666667
4.855962832777777,5.432198086622174,0.16666666666666666
9.854475736666666,6.5570883532665025,0.06666666666666667
14.930339098,,0.03333333333333333
4.776190281,,0.03333333333333333
2.5334851745,0.5498980250868473,0.05
0.763559341,,0.03333333333333333
5.0601896045,4.814509190234826,0.05
2.818147384230769,2.6186908189165283,0.23333333333333334
3.0221919715000003,2.165822384604437,0.15
2.565297673705882,1.9460380366629624,0.3
2.5627863009999996,1.6761276479504845,0.21666666666666667
11.660694678666667,10.27572741063505,0.06666666666666667
6.618548440800001,4.286893185567944,0.1
8.309144576666666,1.1426249293969595,0.06666666666666667
1.3472704886666669,1.160893260092909,0.06666666666666667
18.84799695,10.434656736877539,0.05
11.3003144264,8.512389558459756,0.1
6.733972271333332,6.735422816845651,0.11666666666666667
7.368592262,,0.03333333333333333
7.5688105825,8.548676809967215,0.05
11.171266317333334,15.605384837900656,0.06666666666666667
7.892797828,4.168050037724727,0.05
6.457640886199999,5.3748047216357095,0.1
6.084024376444443,7.086657908493237,0.16666666666666666
3.3600603450909095,6.8910954485045846,0.2
1.9590843745714288,1.9204029984202722,0.48333333333333334
19.546246171,25.13263798033294,0.05
1.1032918296666667,0.7815265124768037,0.06666666666666667
1.435636998,,0.03333333333333333
2.280958970333333,2.8559735597912628,0.16666666666666666
5.339680480999999,3.207368742155017,0.1
5.130422830500001,5.486733048988345,0.05
2.8882858633999993,3.202613226875962,0.35
14.186641693,,0.03333333333333333
53.46949172,,0.03333333333333333
4.695425748666667,2.4199170378218775,0.06666666666666667
6.331066744714286,13.585830533609466,0.13333333333333333
20.70450902,,0.03333333333333333
8.03069823975,9.45291654583065,0.08333333333333333
